date,order_id,customer_id,sport,revenue,profit,shipping_cost,rating
1/14/22,10102,102379,Soccer,35.70,9.05,7,5
1/14/22,10103,102380,Soccer,243.59,80.06,0,
1/14/22,10104,102381,Basketball,181.12,47.71,0,
1/14/22,10105,102382,Baseball,188.36,59.55,0,
1/14/22,10106,102383,Baseball,133.30,33.52,0,
1/14/22,10107,102384,Basketball,87.42,23.70,0,
1/15/22,10108,102385,Football,9.66,-4.52,7,
1/15/22,10109,102386,Basketball,154.55,40.53,0,
1/15/22,10110,102387,Baseball,56.77,13.61,0,
1/16/22,10111,102388,Baseball,20.51,7.08,7,4
1/16/22,10112,102389,Basketball,117.99,42.26,0,
1/16/22,10113,102390,Baseball,80.55,28.99,0,
1/16/22,10114,102391,Football,108.48,39.83,0,
1/16/22,10115,102392,Football,30.61,8.41,7,
1/16/22,10116,102393,Soccer,101.95,30.20,0,1
1/16/22,10117,102394,Basketball,83.22,23.34,0,
1/17/22,10118,102395,Hockey,30.02,8.96,7,
1/17/22,10119,102396,Baseball,46.37,10.73,7,2
1/17/22,10120,102397,Soccer,108.19,34.74,0,
1/17/22,10121,102398,Hockey,13.67,-2.54,7,
1/17/22,10122,102399,Football,88.57,25.78,0,
1/17/22,10123,102400,Hockey,66.26,21.03,0,
1/17/22,10124,102401,Baseball,135.95,51.98,0,1
1/17/22,10125,102402,Baseball,18.66,-3.08,7,3
1/17/22,10126,102403,Football,27.42,9.23,7,
1/17/22,10127,102404,Basketball,72.73,27.02,0,3
1/17/22,10128,102405,Football,58.26,18.98,0,1
1/18/22,10129,102406,Soccer,107.65,41.23,0,
1/18/22,10130,102407,Hockey,94.84,27.17,0,
1/18/22,10131,102408,Basketball,129.44,51.78,0,
1/18/22,10132,102409,Basketball,110.22,36.11,0,
1/18/22,10133,102410,Basketball,196.08,79.90,0,
1/18/22,10134,102411,Baseball,42.29,6.71,7,
1/18/22,10135,102412,Hockey,16.66,-14.06,7,
1/18/22,10136,102413,Basketball,22.43,1.60,7,
1/18/22,10137,102414,Soccer,148.67,64.56,0,4
1/19/22,10138,102415,Basketball,165.97,60.08,0,
1/19/22,10139,102416,Basketball,169.17,71.59,0,
1/19/22,10140,102417,Basketball,92.28,36.11,0,5
1/19/22,10141,102418,Basketball,31.40,2.24,7,
1/19/22,10142,102419,Baseball,137.13,61.68,0,
1/19/22,10143,102420,Basketball,19.86,-10.55,7,
1/19/22,10144,102421,Basketball,191.60,77.02,0,
1/19/22,10145,102422,Football,121.75,46.34,0,
1/19/22,10146,102423,Soccer,133.93,58.81,0,4
1/19/22,10147,102424,Baseball,64.51,19.27,0,
1/20/22,10148,102425,Soccer,199.18,99.64,0,
1/20/22,10149,102426,Basketball,295.95,164.97,0,2
1/20/22,10150,102427,Hockey,280.63,156.98,0,
1/20/22,10151,102428,Hockey,211.28,109.51,0,1
1/21/22,10152,102429,Soccer,37.09,-7.52,7,
1/21/22,10153,102430,Basketball,245.15,112.33,0,5
1/21/22,10154,102431,Baseball,274.98,133.01,0,
1/21/22,10155,102432,Baseball,70.16,23.97,0,
1/21/22,10156,102433,Football,326.59,185.18,0,4
1/22/22,10157,102434,Soccer,129.83,42.30,0,5
1/22/22,10158,102435,Soccer,50.00,23.03,0,4
1/22/22,10159,102436,Soccer,289.50,150.40,0,
1/22/22,10160,102437,Basketball,249.18,121.26,0,
1/22/22,10161,102438,Baseball,70.16,12.22,0,
1/22/22,10162,102439,Basketball,24.19,-14.57,7,
1/22/22,10163,102440,Soccer,299.17,170.61,0,1
1/22/22,10164,102441,Basketball,334.66,163.09,0,
1/22/22,10165,102442,Football,237.89,135.36,0,
1/22/22,10166,102443,Basketball,82.25,25.85,0,
1/22/22,10167,102444,Soccer,321.75,156.51,0,5
1/23/22,10168,102445,Hockey,257.24,142.88,0,1
1/23/22,10169,102446,Football,241.92,117.03,0,
1/23/22,10170,102447,Baseball,134.67,73.32,0,
1/23/22,10171,102448,Baseball,25.00,-11.28,7,
1/23/22,10172,102449,Basketball,334.66,175.31,0,
1/23/22,10173,102450,Hockey,242.73,109.51,0,
1/24/22,10174,102451,Soccer,249.98,141.00,0,
1/24/22,10175,102452,Hockey,22.58,-8.46,7,5
1/24/22,10176,102453,Basketball,187.89,101.99,0,
1/24/22,10177,102454,Basketball,181.44,97.29,0,
1/24/22,10178,102455,Football,54.35,25.35,0,2
1/24/22,10179,102456,Football,21.30,1.23,7,
1/24/22,10180,102457,Baseball,83.72,38.03,0,
1/24/22,10181,102458,Hockey,70.50,35.57,0,
1/24/22,10182,102459,Football,137.33,48.66,0,4
1/24/22,10183,102460,Soccer,169.65,90.78,0,
1/25/22,10184,102461,Basketball,44.80,6.95,7,
1/25/22,10185,102462,Basketball,252.63,125.12,0,3
1/25/22,10186,102463,Soccer,195.35,87.10,0,
1/25/22,10187,102464,Baseball,300.37,163.56,0,
1/25/22,10188,102465,Baseball,290.82,147.61,0,
1/25/22,10189,102466,Basketball,217.38,110.40,0,
1/25/22,10190,102467,Soccer,24.97,-2.86,7,4
1/25/22,10191,102468,Basketball,201.96,86.28,0,1
1/26/22,10192,102469,Soccer,88.13,28.62,0,
1/26/22,10193,102470,Baseball,185.07,84.23,0,5
1/26/22,10194,102471,Baseball,240.15,122.26,0,
1/26/22,10195,102472,Football,195.35,86.28,0,1
1/26/22,10196,102473,Hockey,13.95,-14.72,7,
1/26/22,10197,102474,Baseball,45.53,17.99,7,
1/26/22,10198,102475,Soccer,154.22,59.70,0,
1/26/22,10199,102476,Baseball,89.60,40.07,0,
1/26/22,10200,102477,Football,252.63,114.49,0,
1/26/22,10201,102478,Baseball,251.90,137.80,0,
1/26/22,10202,102479,Football,19.83,1.64,7,
1/26/22,10203,102480,Football,157.16,61.74,0,
1/26/22,10204,102481,Hockey,223.26,118.17,0,
1/26/22,10205,102482,Baseball,26.44,-6.95,7,
1/27/22,10206,102483,Soccer,93.27,23.31,0,4
1/27/22,10207,102484,Hockey,185.80,86.28,0,
1/27/22,10208,102485,Basketball,30.84,-8.18,7,
1/27/22,10209,102486,Hockey,135.86,56.84,0,3
1/27/22,10210,102487,Soccer,163.77,87.50,0,
1/27/22,10211,102488,Basketball,295.96,140.66,0,
1/28/22,10212,102489,Hockey,56.55,21.26,0,
1/28/22,10213,102490,Hockey,263.65,118.99,0,
1/28/22,10214,102491,Football,310.65,159.88,0,
1/28/22,10215,102492,Football,142.47,73.19,0,2
1/28/22,10216,102493,Hockey,103.55,41.30,0,
1/28/22,10217,102494,Baseball,235.01,128.39,0,
1/29/22,10218,102495,Football,20.56,-15.95,7,
1/29/22,10219,102496,Basketball,87.39,31.49,0,5
1/29/22,10220,102497,Hockey,69.77,36.39,0,5
1/29/22,10221,102498,Football,211.51,109.59,0,
1/29/22,10222,102499,Baseball,136.60,57.65,0,
1/29/22,10223,102500,Football,188.01,82.60,0,
1/30/22,10224,102501,Soccer,43.33,17.58,7,
1/30/22,10225,102502,Football,30.84,-9.81,7,
1/30/22,10226,102503,Hockey,75.92,20.13,0,
1/30/22,10227,102504,Soccer,118.28,43.15,0,
1/30/22,10228,102505,Soccer,204.60,113.14,0,
1/30/22,10229,102506,Basketball,39.16,16.78,7,5
1/30/22,10230,102507,Football,217.38,119.37,0,
1/30/22,10231,102508,Soccer,210.99,106.43,0,1
1/30/22,10232,102509,Soccer,131.87,48.90,0,
1/30/22,10233,102510,Soccer,188.61,96.36,0,
1/30/22,10234,102511,Basketball,226.17,121.29,0,4
1/30/22,10235,102512,Football,239.76,132.79,0,5
1/31/22,10236,102513,Hockey,111.89,42.19,0,
1/31/22,10237,102514,Football,278.92,158.20,0,3
1/31/22,10238,102515,Basketball,20.78,-11.03,7,
1/31/22,10239,102516,Hockey,286.11,146.70,0,
1/31/22,10240,102517,Soccer,210.19,97.80,0,3
1/31/22,10241,102518,Football,23.98,-6.71,7,3
1/31/22,10242,102519,Basketball,139.86,58.49,0,4
2/1/22,10243,102520,Hockey,130.27,72.87,0,
2/1/22,10244,102521,Basketball,188.61,100.67,0,1
2/1/22,10245,102522,Soccer,290.91,162.52,0,3
2/1/22,10246,102523,Baseball,314.88,163.95,0,
2/1/22,10247,102524,Hockey,159.84,90.13,0,
2/1/22,10248,102525,Baseball,318.88,166.83,0,5
2/2/22,10249,102526,Basketball,227.77,117.45,0,
2/2/22,10250,102527,Hockey,89.51,22.53,0,
2/2/22,10251,102528,Basketball,109.49,38.35,0,5
2/2/22,10252,102529,Basketball,74.33,24.45,0,5
2/2/22,10253,102530,Football,142.26,53.21,0,
2/2/22,10254,102531,Football,30.37,-14.86,7,
2/2/22,10255,102532,Baseball,318.08,177.86,0,5
2/2/22,10256,102533,Basketball,330.07,187.92,0,4
2/2/22,10257,102534,Basketball,27.97,4.79,7,
2/3/22,10258,102535,Baseball,327.67,193.20,0,5
2/3/22,10259,102536,Football,322.08,163.00,0,
2/3/22,10260,102537,Football,249.35,118.89,0,
2/3/22,10261,102538,Basketball,121.48,41.23,0,
2/3/22,10262,102539,Soccer,149.45,81.02,0,5
2/3/22,10263,102540,Basketball,47.95,0.48,7,
2/3/22,10264,102541,Basketball,300.50,169.23,0,
2/3/22,10265,102542,Football,88.71,33.56,0,
2/4/22,10266,102543,Hockey,162.24,91.09,0,5
2/4/22,10267,102544,Soccer,16.78,-21.57,7,
2/4/22,10268,102545,Hockey,211.79,101.63,0,1
2/4/22,10269,102546,Soccer,165.43,85.81,0,5
2/5/22,10270,102547,Hockey,226.97,104.03,0,
2/5/22,10271,102548,Football,121.48,55.61,0,5
2/5/22,10272,102549,Basketball,331.67,192.24,0,3
2/5/22,10273,102550,Football,139.06,69.51,0,4
2/5/22,10274,102551,Basketball,304.50,178.82,0,
2/6/22,10275,102552,Baseball,182.22,76.22,0,1
2/6/22,10276,102553,Hockey,334.07,189.36,0,5
2/6/22,10277,102554,Football,232.57,108.82,0,
2/6/22,10278,102555,Hockey,156.59,55.60,0,5
2/6/22,10279,102556,Baseball,134.97,44.42,0,
2/6/22,10280,102557,Baseball,218.18,102.32,0,
2/6/22,10281,102558,Football,123.83,56.59,0,5
2/7/22,10282,102559,Basketball,77.97,16.12,0,
2/7/22,10283,102560,Baseball,13.10,2.30,7,
2/7/22,10284,102561,Hockey,159.21,57.25,0,
2/7/22,10285,102562,Baseball,30.79,11.19,7,
2/7/22,10286,102563,Football,46.52,6.25,7,4
2/7/22,10287,102564,Basketball,267.32,131.93,0,
2/7/22,10288,102565,Baseball,213.60,94.09,0,
2/8/22,10289,102566,Soccer,134.97,51.00,0,3
2/8/22,10290,102567,Basketball,231.94,94.42,0,
2/8/22,10291,102568,Baseball,230.63,99.69,0,3
2/8/22,10292,102569,Hockey,87.14,22.70,0,
2/8/22,10293,102570,Baseball,155.94,68.76,0,
2/8/22,10294,102571,Basketball,119.90,49.02,0,2
2/8/22,10295,102572,Baseball,263.39,130.28,0,3
2/8/22,10296,102573,Hockey,136.28,47.38,0,
2/9/22,10297,102574,Football,230.63,107.25,0,5
2/9/22,10298,102575,Hockey,174.94,67.77,0,
2/9/22,10299,102576,Hockey,77.97,17.44,0,
2/9/22,10300,102577,Soccer,173.63,83.90,0,
2/10/22,10301,102578,Soccer,15.72,-14.15,7,5
2/10/22,10302,102579,Football,100.90,34.55,0,
2/10/22,10303,102580,Baseball,216.22,89.16,0,5
2/10/22,10304,102581,Basketball,96.31,33.56,0,1
2/10/22,10305,102582,Hockey,128.42,57.58,0,
2/10/22,10306,102583,Baseball,41.93,0.00,7,
2/11/22,10307,102584,Baseball,266.67,126.67,0,
2/11/22,10308,102585,Basketball,199.84,96.40,0,
2/11/22,10309,102586,Basketball,203.77,78.96,0,2
2/11/22,10310,102587,Soccer,49.14,8.23,0,5
2/11/22,10311,102588,Soccer,34.07,2.63,7,
2/11/22,10312,102589,Hockey,262.08,122.06,0,3
2/11/22,10313,102590,Football,32.10,7.24,7,2
2/11/22,10314,102591,Soccer,181.49,74.03,0,
2/11/22,10315,102592,Football,81.90,24.68,0,5
2/11/22,10316,102593,Basketball,206.39,87.51,0,
2/12/22,10317,102594,Soccer,99.59,30.60,0,5
2/12/22,10318,102595,Hockey,84.52,37.18,0,
2/12/22,10319,102596,Basketball,129.07,50.34,0,3
2/12/22,10320,102597,Soccer,43.90,17.11,7,
2/12/22,10321,102598,Soccer,65.52,26.98,0,3
2/12/22,10322,102599,Basketball,226.04,94.75,0,2
2/12/22,10323,102600,Football,36.04,0.33,7,4
2/12/22,10324,102601,Hockey,190.66,77.32,0,
2/13/22,10325,102602,Football,78.62,16.12,0,3
2/13/22,10326,102603,Basketball,87.14,25.66,0,5
2/13/22,10327,102604,Football,203.11,99.69,0,5
2/13/22,10328,102605,Soccer,229.32,99.69,0,
2/14/22,10329,102606,Hockey,138.76,54.79,0,3
2/14/22,10330,102607,Soccer,51.96,10.39,0,
2/14/22,10331,102608,Hockey,234.43,99.51,0,
2/14/22,10332,102609,Football,24.71,-8.50,7,2
2/14/22,10333,102610,Basketball,178.68,78.73,0,
2/14/22,10334,102611,Football,204.65,85.97,0,
2/14/22,10335,102612,Hockey,186.28,71.48,0,
2/14/22,10336,102613,Baseball,57.02,12.60,0,1
2/14/22,10337,102614,Football,210.36,87.23,0,
2/14/22,10338,102615,Hockey,112.15,44.09,0,
2/14/22,10339,102616,Hockey,140.03,65.50,0,5
2/15/22,10340,102617,Soccer,138.12,53.22,0,
2/15/22,10341,102618,Basketball,46.89,19.84,7,
2/15/22,10342,102619,Football,141.29,63.29,0,5
2/15/22,10343,102620,Hockey,254.71,108.01,0,
2/15/22,10344,102621,Football,111.51,48.49,0,5
2/15/22,10345,102622,Baseball,126.09,41.57,0,
2/15/22,10346,102623,Hockey,105.81,34.32,0,5
2/15/22,10347,102624,Basketball,176.14,66.44,0,
2/15/22,10348,102625,Soccer,73.50,26.45,0,4
2/16/22,10349,102626,Basketball,176.77,78.73,0,
2/16/22,10350,102627,Basketball,126.72,45.35,0,5
2/16/22,10351,102628,Football,122.92,51.96,0,
2/16/22,10352,102629,Soccer,190.71,76.84,0,
2/16/22,10353,102630,Basketball,155.23,71.80,0,5
2/16/22,10354,102631,Football,30.41,4.09,7,
2/16/22,10355,102632,Hockey,31.68,11.65,7,5
2/16/22,10356,102633,Football,131.79,46.29,0,5
2/16/22,10357,102634,Hockey,166.00,72.11,0,
2/16/22,10358,102635,Hockey,102.01,46.92,0,3
2/17/22,10359,102636,Hockey,139.39,62.35,0,
2/17/22,10360,102637,Basketball,89.97,33.69,0,
2/17/22,10361,102638,Basketball,56.39,18.26,0,
2/17/22,10362,102639,Hockey,200.22,85.02,0,
2/17/22,10363,102640,Hockey,23.44,4.41,7,5
2/17/22,10364,102641,Hockey,234.43,113.99,0,
2/17/22,10365,102642,Football,236.33,97.62,0,1
2/17/22,10366,102643,Hockey,114.68,48.81,0,
2/17/22,10367,102644,Hockey,174.10,69.56,0,5
2/17/22,10368,102645,Basketball,40.62,4.32,7,
2/17/22,10369,102646,Basketball,159.81,64.30,0,5
2/17/22,10370,102647,Hockey,140.62,52.83,0,
2/18/22,10371,102648,Football,70.08,19.93,0,
2/18/22,10372,102649,Hockey,36.16,8.27,7,5
2/18/22,10373,102650,Hockey,33.93,3.76,7,
2/18/22,10374,102651,Soccer,100.44,37.79,0,5
2/18/22,10375,102652,Soccer,135.26,53.77,0,
2/18/22,10376,102653,Baseball,96.87,39.48,0,5
2/19/22,10377,102654,Soccer,171.42,67.12,0,
2/19/22,10378,102655,Baseball,99.99,31.77,0,
2/19/22,10379,102656,Basketball,63.39,15.98,0,
2/19/22,10380,102657,Basketball,12.50,3.01,7,2
2/19/22,10381,102658,Soccer,144.19,56.78,0,
2/19/22,10382,102659,Football,149.99,60.54,0,
2/19/22,10383,102660,Basketball,165.17,61.29,0,
2/19/22,10384,102661,Football,11.61,2.07,7,4
2/19/22,10385,102662,Football,180.35,66.55,0,5
2/20/22,10386,102663,Basketball,125.44,45.31,0,4
2/20/22,10387,102664,Football,17.86,-5.64,7,
2/20/22,10388,102665,Football,136.60,55.84,0,4
2/20/22,10389,102666,Football,116.06,42.68,0,3
2/20/22,10390,102667,Football,143.29,50.01,0,
2/20/22,10391,102668,Basketball,91.96,31.96,0,
2/20/22,10392,102669,Soccer,64.73,16.17,0,
2/20/22,10393,102670,Football,136.15,51.70,0,
2/21/22,10394,102671,Soccer,48.21,13.72,7,2
2/21/22,10395,102672,Football,34.37,8.27,7,
2/21/22,10396,102673,Basketball,142.40,47.94,0,3
2/21/22,10397,102674,Football,91.07,25.94,0,
2/21/22,10398,102675,Basketball,54.01,21.24,0,
2/21/22,10399,102676,Soccer,61.60,13.72,0,4
2/21/22,10400,102677,Hockey,65.62,23.88,0,
2/21/22,10401,102678,Soccer,124.99,50.01,0,
2/21/22,10402,102679,Soccer,142.40,50.76,0,1
2/21/22,10403,102680,Hockey,155.79,56.40,0,
2/21/22,10404,102681,Soccer,137.94,45.68,0,
2/21/22,10405,102682,Hockey,100.89,36.28,0,
2/21/22,10406,102683,Hockey,115.17,40.23,0,
2/21/22,10407,102684,Football,45.53,7.90,7,
2/21/22,10408,102685,Baseball,137.49,49.44,0,
2/21/22,10409,102686,Football,160.70,55.46,0,2
2/21/22,10410,102687,Football,147.31,59.60,0,4
2/22/22,10411,102688,Hockey,149.99,53.96,0,2
2/22/22,10412,102689,Soccer,128.42,46.04,0,
2/22/22,10413,102690,Soccer,43.06,6.70,7,
2/22/22,10414,102691,Baseball,51.67,12.68,0,2
2/23/22,10415,102692,Hockey,99.59,31.33,0,
2/23/22,10416,102693,Hockey,102.96,30.60,0,4
2/23/22,10417,102694,Hockey,118.31,43.42,0,
2/24/22,10418,102695,Hockey,65.89,19.67,0,
2/24/22,10419,102696,Football,144.52,48.66,0,4
2/24/22,10420,102697,Football,23.96,1.17,7,
2/24/22,10421,102698,Hockey,35.94,6.70,7,2
2/24/22,10422,102699,Soccer,138.53,49.39,0,
2/24/22,10423,102700,Hockey,33.70,3.21,7,
2/24/22,10424,102701,Hockey,112.32,40.50,0,2
2/24/22,10425,102702,Football,143.40,54.64,0,
2/24/22,10426,102703,Basketball,15.35,-2.04,7,
2/25/22,10427,102704,Baseball,152.76,49.25,0,2
2/25/22,10428,102705,Soccer,128.42,47.35,0,4
2/26/22,10429,102706,Soccer,146.76,47.50,0,2
2/26/22,10430,102707,Basketball,156.12,54.64,0,5
2/26/22,10431,102708,Soccer,73.76,22.58,0,
2/26/22,10432,102709,Football,140.40,48.08,0,
2/26/22,10433,102710,Basketball,57.66,18.50,0,5
2/26/22,10434,102711,Baseball,128.04,45.90,0,5
2/26/22,10435,102712,Basketball,154.63,55.66,0,5
2/26/22,10436,102713,Football,110.82,40.94,0,
2/27/22,10437,102714,Hockey,31.45,8.45,7,1
2/27/22,10438,102715,Soccer,69.64,24.62,0,3
2/27/22,10439,102716,Soccer,143.02,53.03,0,
2/27/22,10440,102717,Basketball,56.16,19.52,0,
2/27/22,10441,102718,Hockey,139.65,50.56,0,4
2/27/22,10442,102719,Baseball,87.98,25.21,0,2
2/27/22,10443,102720,Hockey,54.29,11.95,0,
2/27/22,10444,102721,Basketball,53.54,20.11,0,
2/27/22,10445,102722,Basketball,83.49,31.03,0,
2/28/22,10446,102723,Baseball,66.27,16.76,0,
2/28/22,10447,102724,Hockey,55.04,16.90,0,2
2/28/22,10448,102725,Baseball,19.84,1.17,7,
2/28/22,10449,102726,Hockey,112.32,39.48,0,1
2/28/22,10450,102727,Hockey,61.78,17.92,0,
2/28/22,10451,102728,Baseball,40.81,5.97,7,
2/28/22,10452,102729,Football,93.97,26.23,0,4
2/28/22,10453,102730,Hockey,8.24,-5.97,7,
2/28/22,10454,102731,Basketball,114.19,36.72,0,3
2/28/22,10455,102732,Baseball,149.76,50.85,0,
2/28/22,10456,102733,Football,39.69,5.25,7,
2/28/22,10457,102734,Hockey,114.57,41.38,0,5
3/1/22,10458,102735,Football,91.73,30.01,0,
3/1/22,10459,102736,Baseball,19.84,5.83,7,5
3/1/22,10460,102737,Soccer,82.71,30.19,0,
3/1/22,10461,102738,Football,73.04,28.33,0,
3/1/22,10462,102739,Football,58.06,24.61,0,
3/1/22,10463,102740,Soccer,5.30,1.45,7,5
3/2/22,10464,102741,Hockey,18.20,3.31,7,1
3/2/22,10465,102742,Baseball,5.53,-0.31,7,5
3/2/22,10466,102743,Soccer,11.75,1.76,7,
3/2/22,10467,102744,Baseball,18.66,5.07,7,1
3/2/22,10468,102745,Soccer,63.13,23.27,0,1
3/2/22,10469,102746,Football,54.60,23.16,0,
3/2/22,10470,102747,Football,17.74,6.72,7,
3/2/22,10471,102748,Basketball,95.39,41.57,0,2
3/2/22,10472,102749,Soccer,9.68,0.10,7,3
3/2/22,10473,102750,Soccer,31.80,13.24,7,
3/2/22,10474,102751,Baseball,95.39,36.71,0,1
3/2/22,10475,102752,Soccer,30.64,10.03,7,
3/3/22,10476,102753,Football,86.63,32.16,0,1
3/3/22,10477,102754,Soccer,59.67,26.26,0,
3/3/22,10478,102755,Basketball,90.78,35.47,0,
3/3/22,10479,102756,Hockey,53.45,17.06,0,
3/3/22,10480,102757,Basketball,34.33,8.27,7,
3/3/22,10481,102758,Basketball,64.05,23.27,0,
3/3/22,10482,102759,Soccer,43.78,15.30,7,
3/3/22,10483,102760,Football,53.91,19.03,0,3
3/4/22,10484,102761,Baseball,77.41,31.95,0,
3/4/22,10485,102762,Basketball,73.50,28.75,0,2
3/4/22,10486,102763,Baseball,20.74,2.69,7,
3/4/22,10487,102764,Football,61.75,22.95,0,
3/4/22,10488,102765,Baseball,84.33,36.29,0,
3/4/22,10489,102766,Soccer,7.83,2.59,7,
3/4/22,10490,102767,Hockey,24.42,6.31,7,
3/5/22,10491,102768,Football,23.73,8.89,7,1
3/5/22,10492,102769,Soccer,22.81,2.90,7,
3/5/22,10493,102770,Hockey,67.51,27.19,0,
3/5/22,10494,102771,Football,81.10,34.12,0,
3/5/22,10495,102772,Soccer,31.10,7.86,7,
3/5/22,10496,102773,Soccer,5.53,-1.14,7,
3/6/22,10497,102774,Hockey,12.21,2.17,7,
